text,sentiment
market report aviva tops the market as traders approve of its choice of friends,positive
$gtat will re-enter short on bounce...,negative
"in the third quarter of fiscal num efore swung to a net loss of eur num , num versus a net profit of eur num , num for the corresponding period of fiscal num .",negative
"alpina sports is a lebanon , new hampshire usa based distributor of e.g. alpina ski shoes and skis , exel ski poles , start ski waxes and now also peltonen cross-country skis .",neutral
major order in india comptel corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in india .,positive
"therefore , the company s num result will remain weaker than that of num .",negative
"the fair value change of investment properties was eur num mn , compared to eur num mn in the third quarter of num .",negative
cargotec germany gmbh has been awarded a contract by stadtverwaltung mainz for chassis bodies under open procedure .,positive
"the company s profit before taxes fell to eur num mn in the third quarter of num , compared to eur num mn in the corresponding period in num .",negative
"alexandria , va. , march num -- patrik flykt and timo alakoski , both of helsinki , finland , and tapio suihko and nadarajah asokan , both of espoo , finland , have developed a method of mobility support of internet-type protocol traffic in a communication system .",neutral
"the business is organised , as of february num , num , in a way that production of design services is combined into one entity , etteplan operations .",neutral
rt jan $arna don t think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl... fly how high,neutral
"simmons elected dcuc chairman portsmouth , n.h.-gordon a. simmons , ceo of service credit union , has been elected chairman of the defense credit union council for the num - num term .",neutral
"( adp news ) - feb num , num - finnish construction company lemminkainen oyj ( hel lem1s ) said today its net profit decreased to eur num million ( usd num m ) for num from eur num million for num .",neutral
marimekko group s full-year net sales are estimated to increase by about num % .,positive
"due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",negative
the carrier said its area travel agency is to sell most of its outlets to sister chain suomen matkatoimisto (smt)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,neutral
"$qihu totally missed this one, was about to jump in on that num break test but didn t, congrats shorts",negative
scanfil has also issued a profit warning .,negative
end of day scan stochastic overbought $jdst $free $blrx $lpg $afsi $dvax $hdge $aht $alr $asmb www.dailystockplays.com,negative
"nordic banks have already had to write off sizable loans in latvia , with swedbank , nordea , dnb nor and seb reporting combined losses in excess of $ num billion in the period num to num against a backdrop of near economic meltdown in latvia .",neutral
"$yhoo fishy action. new party interested (dailymail) bounce retreats. not short by any means, but action questions big up move. thoughts",neutral
"finnish holding company panostaja oyj said on june num , num it has signed a letter of intent to acquire local lahden lampokasittely oy and heatmasters oy , active in the heat treatment of metals , for a total num mln euro ( $ num mln ) .",neutral
$csx another strong rail today after breaking intraday resistance at num $ num,positive
"in the czech republic , the smaller profiling unit at ostrava will be closed and the machinery will be gradually relocated to ruukki s bigger plants in hungary , poland and romania by the end of the first quarter of num .",neutral
"according to the prosecutor , the share transactions were carried out after hk ruokatalo had proceeded in the negotiations concerning the acquisition of swedish meats .",neutral
"that was quick, out $fio num , market tanking, scaling down longs now",negative
"the ebrd is using its own funds to provide a num mln a loan while the b portion of num mln euros has been syndicated to two finnish commercial banks , nordea bank finland plc num mln euros and pohjola bank plc num mln euros .",neutral
"the company s order book stood at num bln euro $ num bln on september num , num , up by num pct on the year , with international orders amounting to num mln euro $ num mln .",positive
he said things will be different when new finnish nuclear power stations go into operation and the large hydro powered stations of northern europe have a good year .,neutral
"the contract covers turnkey deliveries to all five airports operated by the authority -- john f kennedy , laguardia , newark , teterboro and stewart international .",neutral
"global sports equipment maker amer sports corp. , whose brands include atomic , salomon and wilson , saw a num percent increase in third-quarter net profit to euro num million $ num million on strong sales and cost cuts .",positive
"european shares plunge, roiled by bhp and oil hopes turn to ecb",negative
"the move will be carried out by transferring hkscan s production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to hkscan finland .",neutral
finnish waste management and cleaning group lassila tikanoja oyj ( l t ) net profit went down to num mln euro ( $ num mln ) for num from num mln euro ( $ num mln ) for num .,neutral
"tim cockroft brings with him an excellent track record having more than num years experience moreover , tim has successfully developed the capital markets operations at kaupthing singer friedlander involving corporate finance and broking with a focus on mid-market companies .",positive
"in the next few years , the ict sector s share of electricity consumption will be raised by the increase in the popularity of smartphones .",neutral
"the board of directors proposes to the shareholders meeting on num march num that the company would pay dividend for the financial year january num - december num , num , eur num per share .",neutral
"yit corporation sept. num , num at num num corporate release stock exchange release yit s capital markets day in london , sept. num , num on wednesday , september num , num , yit will hold a capital markets day for investors and analysts in london .",neutral
"at the same time , the market for automated liquid handling devices is already larger than that for pipettes , according to biohit .",neutral
"the period s sales dropped to eur30 . num m from eur38 . num m , according to the interim report , released today .",negative
"the total delivery volume of paper businesses in num was num , num , num tonnes , up from num , num , num tonnes in num .",positive
prices and delivery volumes of broadband products decreased significantly in num .,negative
"the unit s clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",neutral
"proha plc ( euronext num ) announced today ( num may ) that its fully-owned subsidiary , safran software solutions as , has agreed to sell its num % share of safran north america llc to a sna holding as , an investment group based in norway .",neutral
"we are honored to be recognized by gartner as a specialist in business process modeling and analysis , in the company of many of the largest software vendors in the world .",positive
operating profit excluding non-recurring items totaled eur num mn compared to eur num mn in the corresponding period in num .,negative
finnish metal products company componenta oyj net profit rose to num mln euro ( $ num mln ) for the first quarter of num from num mln euro ( $ num mln ) for the same period of num .,positive
"belarus oao lidskoe pivo brewery , based in the grodno region , reported a num % decrease in output to num million decaliters in january-march num , a representative in the administration of the company told .",negative
"the baltimore police and fire pension , which has about $ num billion , lost about $ num million in madoff ponzi scheme .",negative
"the num , num new series a shares will become subject to trading on the helsinki stock exchange s main list , together with the old series a shares , on july num , num .",neutral
brooklynbandit $simo basing nice. a close over num is bullish $qqq $spy $study watch for a close near hod. currently up num % up num %,positive
"during the strike , finnair estimates to incur a net loss of between eur2m and eur2 . num m per day .",negative
"intuitive surgical $isrg is in a great financial position, take a look",positive
"the price of raw material aluminium went up at the end of num , but the company considers its outlook for num favourable .",positive
"adpnews - sep num , num - finnish silicon wafers maker okmetic oyj hel okm1v said it will reduce the number of its clerical workers by num worldwide as a result of personnel negotiations completed today .",negative
"aug. num , num ( curbed delivered by newstex ) -- and now , the latest from racked , covering shopping and retail from the sidewalks up .",neutral
pharmaceutical market in czech republic global research data services published recently a market analysis about the pharmaceutical markets in czech republic .,neutral
"order intake grew by num % year-on-year and num % year-on-year , respectively , to eur num million and eur num billion for the respective january-september and july-september num periods .",positive
$spy $mitk fast 56pc dive $$,negative
"as part of the reorganisation measures that will take place in spring num , tamglass finton will start personnel negotiations that will affect its entire staff of num .",negative
"strongest growth was seen in the new markets in russia , the czech republic , and slovakia .",positive
"markets had been expecting a poor performance , and the company s stock was up num percent at x20ac num us$ num in early afternoon trading in helsinki .",positive
finnish investment group norvestia oyj said its net profit fell to num mln euro $ num mln in num from num mln euro $ num mln in num .,negative
"pcs digital guatemala has been using tecnomen s prepaid system in telgua fixed networks as well as code division multiple access , or cdma , and global system for mobile communication , or gsm , since num .",neutral
$aapl short term fund redemption liquidations.. should have the channel cleared soon and on solid footing. $ num is new floor come july ),negative
"sanoma also has an executive committee , in accordance with the company s articles of association , that prepares proposals for matters to be decided or noted by the board of directors .",neutral
f-secure online backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,neutral
"however , the company saw its net profit for the third quarter down to eur num million from eur num million for the corresponding period of num .",negative
"earnings per share ( eps ) in the first half of num amounted to eur0 . num , down from eur0 . num year ago .",negative
nyse owner ice may gatecrash deutsche boerse-lse merger,negative
market share decreased on the route between helsinki in finland and tallinn in estonia by num percentage points to num % .,negative
the pretax profit of the group s life insurance business increased to eur num million from eur num million .,positive
altogether finnair has canceled over num flights because of the strike .,negative
the reduction notice applied to num people .,negative
"ftse num falls as china devaluation hits burberry, mining stocks",negative
diageo sales disappoint as currency and comparatives leave bitter taste,negative
$cost short finally making gains. i will take half my gains at num,negative
"the company said that num % of the shares of the holding company will be sold to meadville holdings limited , a hong kong listed parent company of the meadville group .",neutral
$uup at major resistance right now. can go much higher if it can break above. may take several attempts - few days to a week,positive
"- beijing xfn-asia - hong kong-listed standard chartered bank said it has signed a china mobile phone dealer financing agreement with nokia , making it the first foreign bank to offer financing to the country s small and medium enterprise -lr",positive
"group ebit for the first half was eur13 . num m us$ num m , falling short of the eur22 . num m it posted for the same period of num .",negative
"that s a very high figure on the european scale , noop said , recalling however that this also includes beer bought by finnish tourists .",neutral
juniper tumbles on q1 warning cisco also lower $jnpr $csco,negative
"according to the latvian business register , uponor latvia closed in red with lvl num , num eur num , num usd num , num on turnover of lvl num mn for num .",negative
"$gld daily chart - though rsi and stoch. point at a possible move up, there s a lot of resistance.",positive
num april num - finnish construction and engineering company outotec oyj hel ote1v said today it slipped to a net loss of eur7 . num m in the first quarter of num from a net profit of eur12 . num m in the corresponding period last year .,negative
"the finnish national carrier said net loss in april through june was euro26 million , down from a net profit of euro13 million a year earlier .",negative
"operating result for the num -month period decreased from the profit of eur0 . num m while turnover decreased from eur5 . num m , as compared to num .",negative
swedbank s shares have been hardest hit of the swedish banks by the ongoing international financial crisis .,negative
"antti orkola , president of kemira growhow s industrial solutions unit , told thomson financial news the company has put off opening the mine as prices of phosphate have been quite depressed for a long time .",neutral
"enclosed is affecto s call for extraordinary general meeting to be held on july 10th where the main agenda is to approve the authorization to the board for the proposed share issue related to the component software acquisition , and to elect haakon skaarer to the affecto board .",neutral
news feedftse num movers lse surges as ice says mulling offer ashtead and barclays tank,positive
"also , technopolis plans to build a num million euro technology park at the special economic zone neudorf in st. petersburg , the st. petersburg government said in february .",neutral
"should you buy associated british foods plc, great portland estates plc and dunelm group plc following today s news",positive
"( adpnews ) - dec num , num - finnish cutlery and hand tools maker fiskars oyj abp ( hel fisas ) said today that it will make redundant a total of num office and management staff members of its subsidiary iittala group ltd. .",negative
num march num - goldman sachs estimates that there are negative prospects for the norwegian mobile operations of norway s telenor asa osl tel and sweden s teliasonera ab sto tlsn in the short term .,negative
synergy pharma soars num % today on positive phase num results $sgyp,positive
$vips similar pattern like beginning of may. did u sell same now..will go up much higher after this drop.,positive
walter investment management corp receives a sell from compass point $wac,negative
finnish developer and manufacturer of mobile phone chargers salcomp plc omx helsinki sal1v on wednesday num november lowered its full-year net sales estimate .,neutral
"based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by num % from num , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in num due to lower sales volume .",neutral
loading $spy and $aapl puts. think were toppy imho.,negative
ntc has a geographical presence that complements ramirent s existing network and brings us closer to our customers in the east bohemia region in the czechrepublic .,positive
"finnish textiles and clothing group marimekko oyj posted a net profit of num mln euro $ num mln for num , compared to num mln euro $ num mln for num .",neutral
"narrows to eur2 . num m num -mo num num october num - finnish software and hardware developer elektrobit oyj hel ebg1v , or eb , said today that its net loss narrowed to eur2 . num m for the first nine months of num from eur35 . num m for the same period a year ago .",positive
"finland s leading metals group outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",positive
$bwld bearish engulfing candle,negative
"one of the installed elevators will be a double-deck elevator , which enables more efficient use of the building s core space .",positive
"operating profit for the num -month period decreased from eur157 . num m , while net sales increased from eur634 . num m , as compared to num .",neutral
"raute posted a net profit of num mln euro $ num mln for the third quarter of num , compared to a net loss of num , num euro $ num , num for the corresponding period of num .",positive
"technopolis has finnish operations in oulu , vantaa , espoo , lappeenranta , jyvaskyla and tampere and is also preparing to expand its operations to russia .",neutral
$msft sql server revenue grew double-digit with sql server premium revenue growing over num %,positive
"num october num - finnish environmental management company lassila tikanoja oyj ( hel lat1v ) , or l t , said today its net profit declined to eur20 . num m for the first nine months of num from eur27 . num m for the same period a year earlier .",negative
"the company can be split into two parts over the coming months , with essent owning and operating production and supply , and enexis owning and operating the grid .",neutral
"finland-based companies , l ñnnen tehtaat and raisio , have decided to dissolve the joint venture company zao scandic feed , which was established to start local animal feed business and feed production in northwest russia .",neutral
the company also equipped the sculptural complex rabochy i kolkhoznitsa a worker and a collective farmer in moscow with snow melting system .,neutral
"we cut our frequency to new york last year , which explains the fall , he said .",negative
"in the fourth quarter of num , net sales decreased to eur num mn from eur num mn in the fourth quarter of num .",negative
"there has been some recovery of the base metals prices and increased demand for metals in china , however .",positive
brazilian mobile player telemig celular yesterday announced that it has selected finnish software developer tecnomen oyj to expand its prepaid billing system .,positive
"marubeni has participated in ghg - green house gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to japanese clients .",neutral
according to deputy md pekka silvennoinen the aim is double turnover over the next three years .,positive
"the last quarter was the best quarter of num in net sales , and the operating margin rose to num % .",positive
"aberdeen am posts h1 outflows, says conditions to remain challenging",negative
"the omx helsinki index was num pct lower at num , num , while the omx helsinki cap portfolio index was down num pct at num , num .",negative
"pnc, goldman sachs receive dividend hike green light (but don t act) $pnc $gs",positive
these measures are expected to produce annual cost savings of eur num million starting in num .,positive
"the disposal of autotank will also strengthen aspo s capital structure , commented gustav nyberg , ceo of aspo .",positive
"$sbux down pm, from $db downgrade.. pt cut from num to $ num",negative
equity indexes working on a positive engulfing for march. $sml $rut $iwc $smh $sox small-caps semis with a fakeout before the b out.,positive
$tsla weakest in todays dt watchlist,negative
elcoteq has a global network of after market service sites which have a long experience in serving consumer electronics and systems solutions customers .,neutral
"cgrantwsj i think this $tsla bubble might go on for some time. so long as ppl love the cars, they might keep getting funding.",positive
"uponor made an operating profit of eur num mn , up from eur num mn , which made num a record year .",positive
$bbry actually lost .03c per share if u incl vz as no debt and num in cash.,negative
"brazilian non-profit interbank camara interbancaria de pagamentos cip has acquired solutions from us business integration solutions provider sterling commerce , the latter company said in a statement .",positive
"alexandria , va. , dec. num -- united states patent no. num , num , num , issued on dec. num , was assigned to nokia corp. ( espoo , finland ) .",neutral
"outotec s scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of num square meters .",neutral
"destia oy is a finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",neutral
finnlines estimated in its annual general meeting that num will be financially a tough year due to large investments .,negative
$nflx easy pop to num $ by end of feb.. then steady as she goes for num into second earnings report.. num $ year end no matter what,positive
"capman has four investment areas ( capman buyout , capman technology , capman life science and capman real estate ) , and each of them has a dedicated team .",neutral
"however , simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than num countries , orion added .",positive
"operating profit of kauppalehti group rose to eur num mn from eur num mn , and that of marketplaces to eur num mn from eur num mn in the third quarter of num .",positive
elektrobit ( eb ) has renewed its it infrastructure contract with ict services provider fujitsu services for eb s patja service .,positive
legal general share price finance chief to step down,negative
"making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",negative
"a maximum of num employees , who work in karttakeskus and are responsible for producing geographic information services , will be affected , the company added .",neutral
"#apple breaks major support, here are some levels to watch - $aapl $qqq",negative
$znga looking for a test at num resistance point. cc cfrazierjr fletchtrade #traders,positive
"operating profit for the nine-month period decreased from eur19 . num m while net sales increased from eur155 . num m , as compared to the corresponding period in num .",negative
$fb churning in high volume ipo price. lot s of sellers trying to get out. might take a while here to consolidate before moving higher.,negative
"ruukki has signed a contract to deliver and install the steel structures for a bridge over the kyronsalmi strait in savonlinna , finland .",positive
"profit before taxes decreased by num % to eur num mn in the first nine months of num , compared to eur num mn a year earlier .",negative
glencore slumps num percent as debt fears grow,negative
"nokia s share price fell less than one percent to num euros ( $ num ) in helsinki , while siemens shares fell num percent to num euros ( $ num ) in frankfurt .",negative
"schwalm ( at ) outotec.com eila paatela , vice president - corporate communications tel. num num num num , mobile num num num e-mail eila .",neutral
"paper companies were in negative territories , with stora enso r shedding num pct to num eur , upm-kymmene down num pct at num eur and m-real b num pct lower at num eur .",negative
"in addition to verification of an identity and digital signatures , new state-approved mobile id enables to cast votes in elections as well .",neutral
the sale will lead to a pretax capital gain of eur num million for the finnish company in num .,positive
british american tobacco drops and sues pwc over pollution scandal,negative
"these new units will be built at cargotec s state of the art manufacturing facility in san antonio , texas , usa , which started operations in num .",neutral
"stockmann plc company announcement february num , num , at num an annual summary of stockmann s stock exchange and financial press releases in num is available on the company s website at the address www.stockmann.com .",neutral
"both operating profit and net sales for the num -month period increased , respectively from eur4 . num m and eur26 . num m , as compared to num .",positive
#tesla model x recall adds to reliability issues $tsla,negative
"the company s transportation business is conducted through florida rock tank lines , which is a southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .",neutral
"finnish management software solutions provider ixonos oyj net profit decreased to num , num euro ( $ num , num ) for the first quarter of num from num , num euro ( $ num mln ) for the same period of num .",negative
num november num - finnish office furniture maker martela oyj hel maras said today that it will make redundant three people and other nine will be laid off permanently from the company s office staff and factory workers .,negative
"the venture , which will be num % owned by kemira and num % by ivrcl , will operate an inorganic coagulant manufacturing facility , to be built in vishakapatnam vizag in the state of andhra pradesh and to kick off operations in the second half of num .",neutral
"the major part of the deliveries include different ac and cxe amplifier solutions and products by dinh telecom , a company acquired by teleste last spring .",neutral
upm-kymmene is one of the world s leading printing paper producers with production in num countries and a sales network covering more than num companies .,positive
nordic business report- num june num -metso corporation wins eur50m equipment order in australia - num - num m2 communications ltd the finnish engineering and technology group metso corporation said on monday ( num june ) that it has received a eur50m equipment order in australia .,positive
"in the method the smelt spouts num are separated from the working area num by a shielding wall num , num arranged movable in relation to the smelt spouts .",neutral
"body es vostok also owns stakes in power sales companies mosenergosbytbody ( rts mssb ) ( num % ) , altaienergosbyt ( num % ) , saratovenergo ( rts sare ) body ( num % ) and tambov power sales company ( rts tasb ) ( num % ) , all ofbodywhich it received from the distribution balance .",neutral
"the total service concept also includes technology services , with which raute supports its customers throughout the entire life cycle of their investments .",neutral
"the russian gas giant invested another num million litas in the company in late num and now owns num percent of its stock capital , which amounts to num million litas .",neutral
"in a recent interview with the financial times ( ft ) , sampo s board chairman bjorn wahlroos said if p c was certainly for sale and the price had been set at sek num billion , confirming earlier statements .",neutral
"we are proud to welcome another distribution facility to north mississippi and the region known as the logistics center of the united states , said gray swoope , executive director of mda .",positive
"the company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding .",neutral
amazon declares best ever black friday and cyber monday for kindle family via engadget $amzn,positive
"motorola inc. of the united states came second with shipments of num million units for a num percent market share , followed by south korea s samsung electronics co. with shipments of num million units for an num percent share .",neutral
$tsla i see more downside in next two weeks be careful - num dollars drop potential vs num up moved,negative
a memorandum of understanding on cooperation between the finnish global chemical company kemira and vietnam national chemicals group ( vinachem ) was signed on this occasion .,positive
"moreover , konecranes and kito intend to transfer the hoist distribution business of konecranes japanese joint venture mhs konecranes to kito .",neutral
"by num num cet on monday , shares in bavarian nordic had climbed num % to dkk250 on the stock exchange in copenhagen after having lost num % in the past month .",positive
"finnish plumbing and heating systems supplier uponor s net sales from continuing operations decreased by num % in num to eur num mn from eur num , num mn in num .",negative
"num january num - finnish metal products company componenta oyj ( hel cth1v ) said yesterday its net loss narrowed to eur500 , num in the last quarter of num from eur5 . num m for the same period a year earlier .",positive
"the chain posted sales of num million euros for full num , a rise of num percent , year-on-year .",positive
finnish industrial group ruukki group plc omx helsinki rug1v said on friday num november that its furniture business segment incap furniture has concluded personnel negotiations that were started at the end of september .,neutral
"addus services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",neutral
$astx daily technical indicators are bullish. breakout watch over num,positive
standard chartered not raising capital yet as dividend cut,negative
"$esi on lows, down $ num to $ num bk a real possibility",negative
"in q1 of num , bank of àland s net interest income increased from eur num mn to eur num mn .",positive
"section regional news - the demand in finnair s asian traffic , measured in passenger kilometers , was up num % in august compare to last year .",positive
he said he has been losing five families a month to the economy as many make alternative arrangements to save money .,negative
"cost cutting measures , which have produced around eur70m of savings over the past nine months , have dampened the airline s loss , finnair said .",positive
finnish talvivaara mining co hel tlv1v said thursday it had picked bofa merrill lynch and jpmorgan nyse jpm as joint bookrunners of its planned issue of convertible notes worth up to eur250m usd332m .,neutral
"russia accounted for num % of the lagardere magazine division s revenue , or eur num mn ( usd num mn ) in num , the usa - for num % .",neutral
"tecnomen s solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",neutral
word on the street is that allergen is looking at endo international after the failed pfizer merger. may- num $ num calls active. $endp,positive
micron shares pounded on fears of loss of business from apple stifel defends $aapl $mu marjo,negative
$gpro down num % since tue morning.,negative
"$intu is in the process of streamlining its structure, especially through divestment of non-core businesses",positive
raute said it has won an order worth around num mln eur to supply several plywood production lines to mills operated by russian wood products company sveza group .,positive
"finnair s passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by num percentage points to num % in september .",negative
nokia messaging num enables customers to receive e-mails from up to num e-mail accounts on their mobile phone supporting all pop or imap e-mail services .,neutral
"in january-november num , the group s sales totalled eur num , num mn , which was a drop of num % from the same period of num .",negative
"profit for the period totaled eur num mn , up from eur num mn in the corresponding period in num .",positive
"in a letter to economic affairs minister , the listed estonian shipping company tallink asks for the approval to be entitled to a num % cut in port fees in num .",neutral
the company said that its comparable operating profit for the january-june period fell short of last year s corresponding performance .,negative
"since the registration of the shares subscribed in a directed share issue , the new number of panostaja shares and voting rights is num , num , num .",neutral
"compared with the ftse num index , which rose num points ( or num % ) on the day , this was a relative price change of - num % .",negative
"www.countryelements.co.uk designed by patricia burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",neutral
the aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,positive
"upm s deliveries increased during the third quarter by num percent , and the efficiency of operations improved , chief executive jussi pesonen said .",positive
"lassila tikanoja s operating profit excluding non-recurring and imputed items for the second quarter was eur11 . num m , down from eur13 . num m a year ago .",neutral
"after the acquisition , basware s preliminary pro forma net sales for num amount to eur num mn , and preliminary pro forma operating profit amounts to eur num mn .",neutral
lemcon signed an investment cooperation agreement with the kaluga regional administration last november .,positive
"finnish bank pohjola bank plc hel poh1s said today that it will issue a eur num million usd num m index-linked bond , pohjola tutkimuksen tahdet viii- num pohjola research stars viii- num , on october num , num .",neutral
finnish media company talentum oyj s net profit decreased to num mln euro ( $ num mln ) for the first quarter of num from num mln euro ( $ num mln ) for the same period of num .,negative
"rt stocktwits rt fallondpicks breadth consolidates after weeks of steady gains,advances in mkt breadth slowe... $qqq",negative
"the largest restructuring is planned for italy , where negotiations on about num job cuts are to be initiated today , the company noted .",neutral
one attractive factor about the tablets for media companies is that they provide a new way of making money .,positive
finnish and swedish construction markets are still experiencing an estimated num % annual growth in num .,positive
"according to swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of per ñmeri , the northernmost part of the gulf of bothnia .",neutral
"adp news - apr num , num - finnish business information systems developer solteq oyj hel stq1v said today its net loss widened to eur num , num usd num , num for the first quarter of num from eur num , num for the same peri",neutral
"yit lodged counter claims against neste oil totaling some eur25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",neutral
"royal mail, johnson matthey lead ftse lower",negative
"the orange-handled scissors from fiskars are part of the permanent design collection of the museum of modern art in new york , as well as the philadelphia museum of art .",neutral
"the paper industry s de-inking sludge , which is produced in mills that use recycled fiber when printing ink is removed from recovered paper , is also a suitable raw material .",neutral
"fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , wartsila corporation .",neutral
"all the ferries had run into trouble just outside the stockholm archipelago , made up of more than num , num islands .",negative
"operating profit for the three-month period increased from eur1 . num m , while revenue increased from eur20 . num m , as compared to the corresponding period in num .",positive
"$agn and $pypl under pressure along with the market, however there were bullish options trades in both this morning",neutral
"however , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",neutral
$spy bumping its head on declining daily 8ma as overhead resistance. then the big brother 50ma just above that.,negative
sabmiller revenue hit by weaker em currencies,negative
"the omx nordic num omxn40 index , comprising the num most traded nordic stocks on the nasdaq omx exchange , closed down num % at num , num points on thursday .",negative
investors remain skeptical about shell-bg deal,negative
"the subdivision made sales revenues last year of eur num million eur num million in num , and operating profits of eur num million eur num million .",positive
"the sale will result in a capital loss of eur5m for solidium , which obtained tikkurila shares in march num .",negative
dojiknows th sp and the potential of qnx bes10 and bbm cross platform will bring good news in time $bbry,positive
"i am looking forward to contribute to srv s success with my competence , says taneli hassinen .",positive
"the sale of savcor face to cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",neutral
"shares in royal and sun alliance continued to slide back from a num -month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",negative
"seven-month sales of ragutis , which is controlled by the finnish brewery olvi , declined by num percent , to num million liters , and the company held num percent of the market .",negative
a total of num jobs will be reduced at the raahe steel works .,negative
$grpn might be selling off ahead of $p earnings...,negative
"rinkuskiai s beer sales fell by num per cent to num million litres , while kauno alus beer sales jumped by num per cent to num million litres .",neutral
"teliasonera s underlying results however included num mln skr in positive one-offs , hence the adjusted underlying ebitda actually amounts to num bln skr , clearly below expectations , analysts said .",negative
num february num - finnish privacy and security software developer tectia oyj ( hel tec1v ) said wednesday it has set up two strategic business units - managed security and mobile authentication .,neutral
"operating profit totalled eur num mn , up from a loss of eur num mn in the fourth quarter of num .",positive
hobby hall s sales decrease num pct due to implementing a new information system that involved changing in the principal of posting sales .,negative
"publishing sweden s operating loss was eur num mn in q1 of num , compared to a profit of eur num mn a year ago .",negative
"creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic num -d graphics .",neutral
"in the baltic countries , sales fell by num % .",negative
"dolce gabbana has asked the european union to declare marimekko corporation s unikko floral pattern trademark invalid , in a continuing dispute between the two companies .",negative
"jan. num -- ford is struggling in the face of slowing truck and suv sales and a surfeit of up-to-date , gotta-have cars .",negative
"ruukki romania , the local arm of finnish metal producer ruukki , increased its capital by num , num euro ( $ num mln ) through cash contribution , it was reported on september num , num .",positive
"when this information was released on num september num , nokia s american depositary shares fell by num % .",negative
solidium now holds num per cent of the shares solidium oy has acquired num per cent of the shares in tieto corporation for approximately eur num million .,neutral
net sales decreased to eur num mn from eur num mn in the corresponding period in num .,negative
"the restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said bo annvik , head of specialty stainless .",positive
finnish forest industry group stora enso oyj issued on thursday ( num march ) a profit warning for the first quarter num .,negative
"outokumpu of finland , stainless steel manufacturer , plans to enter into a supply agreement with the indian railways .",positive
"in the fourth quarter of num , net sales increased by num % to eur num , num mn from eur num , num mn in the fourth quarter of num .",positive
"h1 num h1 num q2 num q2 num in mln euro , unless otherwise stated net sales num num num num operating profit num num num num pre-tax profit num num num num net profit num num num num eps in euro num num num num num euro $ num www.componenta.com",neutral
"scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in oulu , in finland , to lay off staff temporarily .",negative
finnish silicon wafer technology company okmetic oyj omx helsinki okm1v said on wednesday num september that it will invest eur6m in its sensor wafer business during num .,neutral
with the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability .,positive
the measures result from weak demand in the shipbuilding industry .,negative
nokia was up num pct to num eur after kicking off the morning in negative territory .,positive
"the decision means temporary lay-offs of fixed duration at the company s nastola and jyvaskyla units , in southern and central finland , respectively .",negative
under the contract cramo sverige and its subcontractor brinkab ab will provide all scaffolding installations at lkab s new pellets plant in kiruna in northern sweden .,positive
the acquisition will considerably increase kemira s sales and market position in the russian metal industry coatings market .,positive
"upm-kymmene corp. , the world s largest maker of magazine paper , on tuesday reported a num -percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue .",negative
"seven-month sales of ragutis , which is controlled by the finnish brewery olvi , declined by num percent , to num million liters , and the company held num percent of the market .",neutral
"based on strong customer interest and feedback , using rpm mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency , tulonen continues .",positive
consolidated pretax profit decreased by num % to eur num mn from eur num mn in num .,negative
